cell_id,longitude,latitude,trees,shrubland,grassland,cropland,built_up,bare_sparse_vegetation,snow_ice,permanent_water_bodies,herbaceous_wetland,mangroves,moss_lichen,fraction_sum,valid_pixel_count
NGA_5km_034010,12.057549374984259,9.020198264315193,0.014254038644282548,0.024992429173613842,0.06383163874453072,0.8374621893785656,0.0513493475165949,0.007957199594830256,0.0,0.0001531569475820347,0.0,0.0,0.0,0.9999999999999999,287287
NGA_5km_032714,11.608391732924497,12.680887189856149,0.0,1.0581488039391353e-05,0.7778980932158553,0.2220913252961053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,283514
NGA_5km_013620,6.577826141855178,12.11059669188621,3.520469771486307e-06,0.00803723248830324,0.115052472601944,0.8702601275114151,0.005442646266717831,0.0011300707966471046,0.0,3.872516748634938e-05,3.520469771486307e-05,0.0,0.0,1.0,284053
NGA_5km_012435,6.3532473208252975,6.260419875424931,0.5816811120649074,0.016437986320715532,0.3319614820147869,0.0034475119762966246,0.06480007199623404,0.0016718356270595076,0.0,0.0,0.0,0.0,0.0,1.0,288904
NGA_5km_014615,6.802404962885059,10.701717489048734,0.0595656031788897,0.23733301535083873,0.30363236547411543,0.37890303053684093,0.020506363741578434,5.96217177367596e-05,0.0,0.0,0.0,0.0,0.0,1.0,285131
NGA_5km_032524,11.563475968718521,10.878204040436612,0.0001893866328108834,0.0006102458168350688,0.34734911321462764,0.6296088464600482,0.01747267045673743,0.0011608699159333779,0.0,0.0,0.0036088675030073896,0.0,0.0,0.9999999999999999,285131
NGA_5km_030412,10.979571034040832,7.330808944905003,0.8326079794704628,0.07255388136563036,0.09483813916390685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,288365
NGA_5km_024656,9.18294046580179,10.745848827131825,0.023964714530752267,0.6487135506003431,0.19311443273707424,0.13342668113557601,5.950922392970911e-05,0.0007211117723247103,0.0,0.0,0.0,0.0,0.0,1.0,285670
NGA_5km_029427,10.665160684599,9.552121820257485,0.0001327701085570335,0.0005171046333273936,0.07330656967460841,0.922245631688731,0.00018517936193480986,0.003612744532841385,0.0,0.0,0.0,0.0,0.0,1.0,286209
NGA_5km_005325,4.736279809410158,11.274914583000474,0.020105976274807445,0.29991356046550854,0.3862160566706021,0.29305813234384664,0.00038300444144599987,0.0003197560015741834,0.0,3.5138022151009166e-06,0.0,0.0,0.0,1.0,284592
NGA_5km_031541,11.293981383482665,8.75393927820405,5.221259576660273e-05,0.007769234250070487,0.020644860366114723,0.9705660193465071,0.0004002965675439543,0.000567376873997083,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,287287
